ICD9Code,ShortDescription
9081,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear"
9089,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, other microscopic examination"
9172,"Microscopic examination of specimen from operative wound, culture"
9181,"Microscopic examination of specimen from other site, bacterial smear"
9201,Thyroid scan and radioisotope function studies
9205,Cardiovascular and hematopoietic scan and radioisotope function study
9505,Visual field study
9506,Color vision study
9531,Fitting and dispensing of spectacles
9545,Rotation tests
964,"""nonoperative irrigation, cleaning, and local instillation of other digestive and genitourinary organs"""
9641,Irrigation of cholecystostomy and other biliary tube
9645,Irrigation of nephrostomy and pyelostomy
9652,Irrigation of ear
967,Other continuous invasive mechanical ventilation
9771,Removal of intrauterine contraceptive device
9774,Removal of other vaginal pessary
9805,Removal of intraluminal foreign body from rectum and anus without incision
9814,Removal of intraluminal foreign body from larynx without incision
9819,Removal of intraluminal foreign body from urethra without incision
8575,"Superficial inferior epigastric artery (SIEA) flap, free"
8606,Insertion of totally implantable infusion pump
8659,Closure of skin and subcutaneous tissue of other sites
8662,Other skin graft to hand
8683,Size reduction plastic operation
8685,Correction of syndactyly
8693,Insertion of tissue expander
8724,Other x-ray of lumbosacral spine
8735,Contrast radiogram of mammary ducts
8361,Suture of tendon sheath
8387,Other plastic operations on muscle
840,Amputation of upper limb
8499,Other operations on musculoskeletal system
8531,Unilateral reduction mammoplasty
8553,Unilateral breast implant
857,Total reconstruction of breast
8078,"Synovectomy, foot and toe"
8105,"Dorsal and dorsolumbar fusion of the posterior column, posterior technique"
7804,"Bone graft, carpals and metacarpals"
7820,"Limb shortening procedures, unspecified site"
7828,"Limb shortening procedures, tarsals and metatarsals"
7830,"Limb lengthening procedures, unspecified site"
7860,"Removal of implanted devices from bone, unspecified site"
7863,"Removal of implanted devices from bone, radius and ulna"
7865,"Removal of implanted devices from bone, femur"
7893,"Insertion of bone growth stimulator, radius and ulna"
7894,"Insertion of bone growth stimulator, carpals and metacarpals"
7946,"Closed reduction of separated epiphysis, tibia and fibula"
7983,Open reduction of dislocation of wrist
740,Classical cesarean section
7536,Correction of fetal defect
9532,"Prescription, fitting, and dispensing of contact lens"
9534,Ocular prosthetics
9544,Clinical vestibular function tests
9614,Vaginal packing
9621,Dilation of frontonasal duct
9656,Other lavage of bronchus and trachea
9725,Replacement of other vaginal pessary
973,Nonoperative removal of therapeutic device from head and neck
9742,Removal of mediastinal drain
978,Other nonoperative removal of therapeutic device
98,Nonoperative removal of foreign body or calculus
9812,Removal of intraluminal foreign body from nose without incision
9824,Removal of foreign body from scrotum or penis without incision
9915,Parenteral infusion of concentrated nutritional substances
9920,Injection or infusion of platelet inhibitor
7538,Fetal pulse oximetry
8838,Other computerized axial tomography
8872,Diagnostic ultrasound of heart
8893,Magnetic resonance imaging of spinal canal
891,Anatomic and physiologic measurements and manual examinations - nervous system and sense organs
8952,Electrocardiogram
8966,Measurement of mixed venous blood gases
9032,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture"
9039,"Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination"
9052,"Microscopic examination of blood, culture"
907,Microscopic examination of specimen from lymph node and of lymph
9074,"Microscopic examination of specimen from lymph node and of lymph, parasitology"
9093,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture and sensitivity"
9109,"Microscopic examination of specimen from liver, biliary tract, and pancreas, other microscopic examination"
9129,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, other microscopic examination"
9154,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, parasitology"
9165,"Microscopic examination of specimen from skin and other integument, toxicology"
9189,"Microscopic examination of specimen from other site, other microscopic examination"
9191,"Microscopic examination of specimen from unspecified site, bacterial smear"
92,Nuclear medicine
9204,Gastrointestinal scan and radioisotope function study
9212,Scan of other sites of head
9228,Injection or instillation of radioisotopes
9303,Prosthetic evaluation
9304,Manual testing of muscle function
9306,Measurement of limb length
9316,Mobilization of other joints
9345,Thomas' splint traction
9374,Speech defect training
9402,Administration of psychologic test
9403,Character analysis
941,"""psychiatric interviews, consultations, and evaluations"""
9423,Neuroleptic therapy
9426,Subconvulsive electroshock therapy
9429,Other psychiatric somatotherapy
9907,Transfusion of other serum
9917,Injection of insulin
9982,Ultraviolet light therapy
8129,Arthrodesis of other specified joints
8130,"Refusion of spine, not otherwise specified"
8145,Other repair of the cruciate ligaments
8155,"Revision of knee replacement, not otherwise specified"
8197,Revision of joint replacement of upper extremity
829,"""other operations on muscle, tendon, and fascia of hand"""
8295,Injection of therapeutic substance into tendon of hand
8391,"Lysis of adhesions of muscle, tendon, fascia, and bursa"
8394,Aspiration of bursa
8441,Fitting of prosthesis of upper arm and shoulder
8625,Dermabrasion
8651,Replantation of scalp
8671,Cutting and preparation of pedicle grafts or flaps
8673,Attachment of pedicle or flap graft to hand
870,"""soft tissue xray of face, head, and neck"""
8731,Endotracheal bronchogram
874,Other xray of thorax
875,Biliary tract xray
8777,Other cystogram
8781,X-ray of gravid uterus
8793,Contrast epididymogram
8836,Lymphangiogram of lower limb
8848,Arteriography of femoral and other lower extremity arteries
8857,Other and unspecified coronary arteriography
8861,Phlebography of veins of head and neck using contrast material
8862,Phlebography of pulmonary veins using contrast material
8864,Phlebography of the portal venous system using contrast material
8881,Cerebral thermography
8904,Other interview and evaluation
8911,Tonometry
8926,Gynecological examination
8052,Intervertebral chemonucleolysis
806,Excision of semilunar cartilage of knee
8076,"Synovectomy, knee"
8094,"Other excision of joint, hand and finger"
8100,"Spinal fusion, not otherwise specified"
8115,Tarsometatarsal fusion
8118,Subtalar joint arthroereisis
8120,Arthrodesis of unspecified joint
8776,Retrograde cystourethrogram
879,Xray of male genital organs
8803,Sinogram of abdominal wall
883,Other xray
8839,"X-ray, other and unspecified"
8849,Arteriography of other specified sites
8851,Angiocardiography of venae cavae
8852,Angiocardiography of right heart structures
8866,Phlebography of femoral and other lower extremity veins using contrast material
8883,Bone thermography
889,Other diagnostic imaging
8912,Nasal function study
8921,Urinary manometry
8925,Urethral pressure profile [UPP]
8932,Esophageal manometry
894,"""cardiac stress tests, pacemaker and defibrillator checks"""
8950,Ambulatory cardiac monitoring
8958,Plethysmogram
9003,"Microscopic examination of specimen from nervous system and of spinal fluid, culture and sensitivity"
9005,"Microscopic examination of specimen from nervous system and of spinal fluid, toxicology"
9006,"Microscopic examination of specimen from nervous system and of spinal fluid, cell block and papanicolaou smear"
902,Microscopic examination of specimen from eye
9021,"Microscopic examination of specimen from eye, bacterial smear"
9033,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture and sensitivity"
9036,"Microscopic examination of specimen from ear, nose, throat, and larynx, cell block and papanicolaou smear"
9044,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, parasitology"
9082,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture"
909,Microscopic examination of specimen from lower gastrointestinal tract and of stool
8532,Bilateral reduction mammoplasty
8570,"Total reconstruction of breast, not otherwise specified"
8573,"Transverse rectus abdominis myocutaneous (TRAM) flap, free"
8587,Other repair or reconstruction of nipple
859,Other operations on the breast
8596,Removal of breast tissue expander
863,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
864,Radical excision of skin lesion
8660,"Free skin graft, not otherwise specified"
8699,Other operations on skin and subcutaneous tissue
87,Diagnostic radiology
8734,Intrathoracic lymphangiogram
8736,Xerography of breast
8792,Other x-ray of prostate and seminal vesicles
8802,Other abdomen tomography
8827,"Skeletal x-ray of thigh, knee, and lower leg"
9933,Vaccination against tuberculosis
9936,Administration of diphtheria toxoid
994,Prophylactic vaccination and inoculation against certain viral diseases
9957,Administration of botulism antitoxin
9969,Other conversion of cardiac rhythm
7702,"Sequestrectomy, humerus"
7742,"Biopsy of bone, humerus"
7766,"Local excision of lesion or tissue of bone, patella"
7770,"Excision of bone for graft, unspecified site"
7771,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum]"
7773,"Excision of bone for graft, radius and ulna"
7787,"Other partial ostectomy, tibia and fibula"
