ICD9Code,ShortDescription
80049,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
80069,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
80074,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80130,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80142,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
80149,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
80176,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80192,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
73342,Aseptic necrosis of head and neck of femur
73391,Arrest of bone development or growth
735,Acquired deformities of toe
7358,Other acquired deformities of toe
73607,"Club hand, acquired"
7361,Mallet finger
737,Curvature of spine
73734,Thoracogenic scoliosis
7374,Curvature of spine associated with other conditions
7393,"Nonallopathic lesions, lumbar region"
74191,"Spina bifida without mention of hydrocephalus, cervical region"
742,Other congenital anomalies of nervous system
7425,Other specified congenital anomalies of spinal cord
74351,Vitreous anomalies
7448,Other specified congenital anomalies of face and neck
74484,Microstomia
74519,Other transposition of great vessels
7454,Ventricular septal defect
7460,Anomalies of pulmonary valve congenital
74683,Infundibular pulmonic stenosis
7476,Other congenital anomalies of peripheral vascular system
74761,Gastrointestinal vessel anomaly
7481,Other anomalies of nose
74910,"Cleft lip, unspecified"
75012,Congenital adhesions of tongue
7506,Congenital hiatus hernia
752,Congenital anomalies of genital organs
7522,Doubling of uterus
7538,Other specified anomalies of bladder and urethra
7540,"Congenital musculoskeletal deformities of skull, face, and jaw"
75430,"Congenital dislocation of hip, unilateral"
75443,Congenital bowing of tibia and fibula
7545,Congenital varus deformities of feet
75500,"Polydactyly, unspecified digits"
75533,"Longitudinal deficiency, combined, involving femur, tibia, and fibula (complete or incomplete)"
75553,Radioulnar synostosis
75555,Acrocephalosyndactyly
75615,"Fusion of spine (VERTEBRA), congenital"
757,Congenital anomalies of the integument
7583,Autosomal deletion syndromes
95218,T7-t12 level with central cord syndrome
9531,Injury to dorsal nerve root
9534,Injury to brachial plexus
9538,Injury to multiple sites of nerve roots and spinal plexus
954,Injury to other nerve(s) of trunk excluding shoulder and pelvic girdles
9552,Injury to ulnar nerve
9562,Injury to posterior tibial nerve
9578,Injury to multiple nerves in several parts
9582,Secondary and recurrent hemorrhage
9584,Traumatic shock
9585,Traumatic anuria
9586,Volkmann's ischemic contracture
95891,Traumatic compartment syndrome of upper extremity
9601,Poisoning by antifungal antibiotics
9638,Poisoning by other specified systemic agents
9660,Poisoning by oxazolidine derivatives
9676,"Poisoning by mixed sedatives, not elsewhere classified"
969,Poisoning by psychotropic agents
9697,Poisoning by psychostimulants
971,Poisoning by drugs primarily affecting the autonomic nervous system
9713,Poisoning by sympatholytics [ANTIADRENERGICS]
9732,Poisoning by emollient cathartics
9739,Poisoning by unspecified agent primarily affecting the gastrointestinal system
9755,Poisoning by expectorants
9820,Toxic effect of benzene and homologues
9912,Frostbite of foot
74303,"Cystic eyeball, congenital"
74337,Congenital ectopic lens
74347,Specified congenital anomalies of sclera
74355,Congenital macular changes
744,Congenital anomalies of ear face and neck
74405,Anomalies of inner ear
746,Other congenital anomalies of heart
74602,"Stenosis of pulmonary valve, congenital"
74789,Other specified anomalies of circulatory system
74869,Other congenital anomalies of lung
74903,"Cleft palate, bilateral, complete"
7508,Other specified anomalies of upper alimentary tract
7514,Anomalies of intestinal fixation
75235,Septate uterus
75240,"Unspecified anomaly of cervix, vagina, and external female genitalia"
75245,Vaginal agenesis
75262,Epispadias
75263,Congenital chordee
75281,Scrotal transposition
7531,Cystic kidney disease
75313,"Polycystic kidney, autosomal dominant"
7542,Congenital musculoskeletal deformities of spine
75481,Pectus excavatum
75512,Syndactyly of fingers with fusion of bone
75524,"Longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete)"
75569,"Other anomalies of lower limb, including pelvic girdle"
7561,Congenital anomalies of spine
75659,Other osteodystrophies
75673,Gastroschisis
7573,Other specified congenital anomalies of skin
7575,Specified anomalies of nails
760,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy
7607,Noxious influences affecting fetus or newborn via placenta or breast milk
7641,Light-for-dates infant with signs of fetal malnutrition
76421,"Fetal malnutrition without mention of ""light-for-dates"", less than 500 grams"
76423,"Fetal malnutrition without mention of ""light-for-dates"", 750-999 grams"
76490,"Fetal growth retardation, unspecified, unspecified [WEIGHT]"
76519,"Other preterm infants, 2,500 grams and over"
7678,Other specified birth trauma
7682,"Fetal distress before onset of labor, in liveborn infant"
E8615,Accidental poisoning by lead paints
E8622,Accidental poisoning by lubricating oils
E8623,Accidental poisoning by petroleum solids
E8624,"Accidental poisoning by other specified solvents, not elsewhere classified"
E8652,Accidental poisoning from other fish
E8667,Accidental poisoning by cosmetics
E8725,"Failure of sterile precautions during aspiration of fluid or tissue, puncture, and catheterization"
E8733,Inadvertent exposure of patient to radiation during medical care
E8739,Unspecified failure in dosage
E8781,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation"
E8788,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
E8830,Accident from diving or jumping into water [swimming pool]
E8832,Accidental fall into storm drain or manhole
E8839,Accidental fall into other hole or other opening in surface
E8840,Accidental fall from playground equipment
E8880,Fall resulting in striking against sharp object
E8888,Other fall
E8901,Fumes from combustion of polyvinylchloride [PVC] and similar material in conflagration in private dwelling
E8938,Accident caused by ignition of clothing from other specified sources
E8939,Accident caused by ignition of clothing by unspecified source
E894,Ignition of highly inflammable material
E897,Accident caused by controlled fire not in building or structure
E8980,Accident caused by burning bedclothes
E9029,Accident due to changes in air pressure from unspecified cause
E9081,Tornado
E9109,Unspecified accidental drowning or submersion
E9131,Accidental mechanical suffocation by plastic bag
E9177,Striking against or struck accidentally by furniture with subsequent fall
E9178,Striking against or struck accidentally by other stationary object with subsequent fall
E9197,"Accidents caused by earth moving, scraping, and other excavating machines"
E9199,Accidents caused by unspecified machinery
E923,Accident caused by explosive material
E9232,Accident caused by explosive gases
E9269,Exposure to unspecified radiation
E9308,Other specified antibiotics causing adverse effects in therapeutic use
